unix,date,symbol,open,high,low,close,Volume BTC,volume
1722430800,2024-07-31 13:00:00,BTC/USDT,66168,66817,66168,66443,1.05586956,70155.14117508
1722427200,2024-07-31 12:00:00,BTC/USDT,66088,66289,65999,66126,1.05388568,69689.24447568
1722423600,2024-07-31 11:00:00,BTC/USDT,66016,66112,66016,66091,0.03346739,2211.89327249
1722420000,2024-07-31 10:00:00,BTC/USDT,66254,66254,65981,65981,0.05490315,3622.56474015
1722416400,2024-07-31 09:00:00,BTC/USDT,66314,66314,66277,66277,0.00466662,309.28957374
1722412800,2024-07-31 08:00:00,BTC/USDT,66262,66335,66068,66312,0.96392696,63919.92457152
1722409200,2024-07-31 07:00:00,BTC/USDT,66319,66420,66223,66223,0.82238347,54460.70053381
1722405600,2024-07-31 06:00:00,BTC/USDT,66163,66541,66131,66476,0.97718258,64959.18918808
1722402000,2024-07-31 05:00:00,BTC/USDT,65706,66135,65622,66135,0.06216523,4111.29748605
1722398400,2024-07-31 04:00:00,BTC/USDT,66050,66050,65542,65806,0.15316973,10079.48725238
1722394800,2024-07-31 03:00:00,BTC/USDT,66186,66186,66055,66061,0.05643272,3728.00191592
1722391200,2024-07-31 02:00:00,BTC/USDT,66247,66400,66090,66090,0.01252919,828.0541671000001
1722387600,2024-07-31 01:00:00,BTC/USDT,66377,66407,66134,66177,0.13028836,8622.09279972
1722384000,2024-07-31 00:00:00,BTC/USDT,66117,66400,65936,66340,0.08931652,5925.2579368
1722380400,2024-07-30 23:00:00,BTC/USDT,66280,66289,66234,66234,0.03764701,2493.51206034
1722376800,2024-07-30 22:00:00,BTC/USDT,66306,66334,66114,66141,0.12994171,8594.474641109999
1722373200,2024-07-30 21:00:00,BTC/USDT,66164,66309,66001,66309,0.12317581,8167.66478529
1722369600,2024-07-30 20:00:00,BTC/USDT,65918,66212,65317,66189,8.36128586,553425.1497875401
1722366000,2024-07-30 19:00:00,BTC/USDT,65816,66002,65608,65966,0.81667951,53873.08055666
1722362400,2024-07-30 18:00:00,BTC/USDT,65865,66021,65570,65836,0.61137383,40250.407471880004
1722358800,2024-07-30 17:00:00,BTC/USDT,66178,66178,65725,65805,10.32309049,679310.96969445
1722355200,2024-07-30 16:00:00,BTC/USDT,66158,66533,66146,66200,0.38890735,25745.666569999998
1722351600,2024-07-30 15:00:00,BTC/USDT,65740,66268,65595,66252,0.45047540,29844.8962008
1722348000,2024-07-30 14:00:00,BTC/USDT,66380,66380,65673,65783,0.70345254,46275.218438820004
1722344400,2024-07-30 13:00:00,BTC/USDT,66689,66866,66355,66359,0.16390438,10876.53075242
1722340800,2024-07-30 12:00:00,BTC/USDT,66477,66800,66253,66739,0.14484554,9666.846494059999
1722337200,2024-07-30 11:00:00,BTC/USDT,66527,66686,66498,66614,0.27007967,17991.08713738
1722333600,2024-07-30 10:00:00,BTC/USDT,66595,66681,66425,66623,0.19181529,12779.31006567
1722330000,2024-07-30 09:00:00,BTC/USDT,66830,66840,66466,66522,0.46184607,30722.92426854
1722326400,2024-07-30 08:00:00,BTC/USDT,66927,66944,66732,66732,0.16203277,10812.77080764
1722322800,2024-07-30 07:00:00,BTC/USDT,66800,66987,66786,66954,0.46074011,30848.39332494
1722319200,2024-07-30 06:00:00,BTC/USDT,66519,66733,66519,66733,0.22191158,14808.82546814
1722315600,2024-07-30 05:00:00,BTC/USDT,66653,66653,66320,66519,0.75032929,49911.15404151
1722312000,2024-07-30 04:00:00,BTC/USDT,66577,66800,66572,66800,0.55887455,37332.81994
1722308400,2024-07-30 03:00:00,BTC/USDT,66423,66666,66423,66666,0.13490735,8993.7333951
1722304800,2024-07-30 02:00:00,BTC/USDT,66334,66463,66002,66404,1.40111341,93039.53487764
1722301200,2024-07-30 01:00:00,BTC/USDT,66666,66866,66068,66068,0.29044327,19189.00596236
1722297600,2024-07-30 00:00:00,BTC/USDT,66732,66732,65876,66600,0.56124198,37378.715868
1722294000,2024-07-29 23:00:00,BTC/USDT,67133,67133,66609,66823,0.46787942,31265.106482659998
1722290400,2024-07-29 22:00:00,BTC/USDT,67516,67538,67200,67214,0.00226946,152.53948444
1722286800,2024-07-29 21:00:00,BTC/USDT,67318,67507,67066,67507,0.18999660,12826.1004762
1722283200,2024-07-29 20:00:00,BTC/USDT,67343,67382,67200,67357,0.01032399,695.39299443
1722279600,2024-07-29 19:00:00,BTC/USDT,67405,67538,67268,67268,3.86418220,259935.80822960002
1722276000,2024-07-29 18:00:00,BTC/USDT,67113,67567,67113,67443,2.53478216,170953.31321688
1722272400,2024-07-29 17:00:00,BTC/USDT,66882,67163,66425,67007,2.84088526,190359.19861681998
1722268800,2024-07-29 16:00:00,BTC/USDT,67978,67978,66850,66935,8.03234298,537644.8773663
1722265200,2024-07-29 15:00:00,BTC/USDT,68213,68304,67700,68115,0.66604651,45367.75802865
1722261600,2024-07-29 14:00:00,BTC/USDT,69237,69237,68079,68241,4.69841323,320624.41722843
1722258000,2024-07-29 13:00:00,BTC/USDT,69808,70059,69108,69218,3.54545455,245409.2730419
1722254400,2024-07-29 12:00:00,BTC/USDT,69598,69942,69388,69803,1.00072614,69853.68675042
1722250800,2024-07-29 11:00:00,BTC/USDT,69669,69837,69593,69593,0.84905359,59088.18648887
1722247200,2024-07-29 10:00:00,BTC/USDT,69401,69733,69401,69723,0.16935118,11807.67232314
1722243600,2024-07-29 09:00:00,BTC/USDT,69496,69595,69440,69468,2.75259218,191217.07356024
1722240000,2024-07-29 08:00:00,BTC/USDT,69697,69697,69472,69472,0.29507484,20499.43928448
1722236400,2024-07-29 07:00:00,BTC/USDT,69592,69599,69495,69512,1.11124147,77244.61706264
1722232800,2024-07-29 06:00:00,BTC/USDT,69771,69839,69608,69641,0.25788748,17959.54199468
1722229200,2024-07-29 05:00:00,BTC/USDT,69407,69736,69396,69564,4.46272173,310444.77442572004
1722225600,2024-07-29 04:00:00,BTC/USDT,69332,69394,69281,69294,0.02847990,1973.4861905999999
1722222000,2024-07-29 03:00:00,BTC/USDT,69594,69760,69344,69344,0.16592201,11505.695861440001
1722218400,2024-07-29 02:00:00,BTC/USDT,68902,69594,68902,69543,0.84919172,59055.33978396
1722214800,2024-07-29 01:00:00,BTC/USDT,68764,68782,68420,68683,0.39118656,26867.866500480002
1722211200,2024-07-29 00:00:00,BTC/USDT,68285,68974,68285,68680,0.71049738,48796.9600584
1722207600,2024-07-28 23:00:00,BTC/USDT,67953,68217,67953,68217,0.01064509,726.17610453
1722204000,2024-07-28 22:00:00,BTC/USDT,68148,68217,68077,68085,0.02659069,1810.42712865
1722200400,2024-07-28 21:00:00,BTC/USDT,67949,68071,67876,68071,0.11453626,7796.59775446
1722196800,2024-07-28 20:00:00,BTC/USDT,68124,68152,68000,68037,0.04739165,3224.38569105
1722193200,2024-07-28 19:00:00,BTC/USDT,68207,68250,68130,68133,0.12205160,8315.7416628
1722189600,2024-07-28 18:00:00,BTC/USDT,68012,68285,67983,68221,10.15886413,693047.86981273
1722186000,2024-07-28 17:00:00,BTC/USDT,67812,67944,67791,67944,0.55576319,37760.77418136
1722182400,2024-07-28 16:00:00,BTC/USDT,67750,67750,67690,67693,0.00902811,611.1398502300001
1722178800,2024-07-28 15:00:00,BTC/USDT,67672,67768,67605,67656,0.00574128,388.43203968
1722175200,2024-07-28 14:00:00,BTC/USDT,67997,67997,67672,67944,0.04754722,3230.54831568
1722171600,2024-07-28 13:00:00,BTC/USDT,67960,67998,67876,67998,0.04571163,3108.29941674
1722168000,2024-07-28 12:00:00,BTC/USDT,67788,68080,67755,68046,0.25861264,17597.55570144
1722164400,2024-07-28 11:00:00,BTC/USDT,67704,67950,67704,67950,0.02289282,1555.567119
1722160800,2024-07-28 10:00:00,BTC/USDT,67606,67673,67606,67673,0.00043018,29.11157114
1722157200,2024-07-28 09:00:00,BTC/USDT,67382,67467,67382,67465,0.01896403,1279.40828395
1722153600,2024-07-28 08:00:00,BTC/USDT,67470,67521,67268,67268,0.00554856,373.24053408000003
1722150000,2024-07-28 07:00:00,BTC/USDT,67387,67480,67387,67480,0.00181803,122.6806644
1722146400,2024-07-28 06:00:00,BTC/USDT,67415,67498,67415,67479,0.00812455,548.23650945
1722142800,2024-07-28 05:00:00,BTC/USDT,67335,67496,67082,67431,0.16530834,11146.90667454
1722139200,2024-07-28 04:00:00,BTC/USDT,67970,67979,67375,67402,0.14127073,9521.929743460001
1722135600,2024-07-28 03:00:00,BTC/USDT,68093,68093,67991,68029,0.02991805,2035.2950234500001
1722132000,2024-07-28 02:00:00,BTC/USDT,68046,68155,68008,68155,0.01502083,1023.74466865
1722128400,2024-07-28 01:00:00,BTC/USDT,68080,68284,68080,68260,0.00944237,644.5361762
1722124800,2024-07-28 00:00:00,BTC/USDT,67834,68061,67335,67948,0.37503085,25482.5961958
1722121200,2024-07-27 23:00:00,BTC/USDT,68489,68489,67800,67887,0.12673661,8603.76824307
1722117600,2024-07-27 22:00:00,BTC/USDT,68735,68833,68580,68590,0.15991345,10968.463535500001
1722114000,2024-07-27 21:00:00,BTC/USDT,67672,69200,67672,68868,3.70973570,255482.0781876
1722110400,2024-07-27 20:00:00,BTC/USDT,68011,68421,66525,67740,16.54105361,1120490.9715413998
1722106800,2024-07-27 19:00:00,BTC/USDT,68489,68600,66883,68217,8.35350879,569851.30912743
1722103200,2024-07-27 18:00:00,BTC/USDT,68667,68971,68526,68544,0.34771527,23833.79546688
1722099600,2024-07-27 17:00:00,BTC/USDT,68679,68728,68463,68595,0.57353194,39341.423424299996
1722096000,2024-07-27 16:00:00,BTC/USDT,68905,68974,68695,68709,0.13383123,9195.40998207
1722092400,2024-07-27 15:00:00,BTC/USDT,68993,69015,68626,68785,0.12527232,8616.8565312
1722088800,2024-07-27 14:00:00,BTC/USDT,69318,69390,68793,68972,1.87428552,129273.22088544
1722085200,2024-07-27 13:00:00,BTC/USDT,68445,69316,68413,69206,2.21475551,153274.36982505998
1722081600,2024-07-27 12:00:00,BTC/USDT,68191,68443,68191,68397,0.18533136,12676.10902992
1722078000,2024-07-27 11:00:00,BTC/USDT,68073,68199,68044,68177,0.05973795,4072.75421715
1722074400,2024-07-27 10:00:00,BTC/USDT,68226,68250,68175,68175,0.02187557,1491.36698475
1722070800,2024-07-27 09:00:00,BTC/USDT,67941,68207,67941,68207,0.04991078,3404.2645714600003
1722067200,2024-07-27 08:00:00,BTC/USDT,68113,68132,67922,67925,0.04080183,2771.4643027499997
1722063600,2024-07-27 07:00:00,BTC/USDT,68113,68292,68110,68225,0.24260192,16551.515992
1722060000,2024-07-27 06:00:00,BTC/USDT,67947,68080,67922,68080,0.08582444,5842.9278752
1722056400,2024-07-27 05:00:00,BTC/USDT,67862,67994,67862,67886,0.19463577,13213.043882220001
1722052800,2024-07-27 04:00:00,BTC/USDT,67822,67875,67822,67866,0.02421879,1643.63240214
1722049200,2024-07-27 03:00:00,BTC/USDT,68075,68075,67782,67782,0.08562751,5804.00388282
1722045600,2024-07-27 02:00:00,BTC/USDT,67668,68012,67668,68012,0.01660837,1129.56846044
1722042000,2024-07-27 01:00:00,BTC/USDT,67808,67808,67620,67620,0.03562335,2408.850927
1722038400,2024-07-27 00:00:00,BTC/USDT,67906,67916,67817,67833,0.05311661,3603.05900613
1722034800,2024-07-26 23:00:00,BTC/USDT,67868,67985,67867,67907,0.06436187,4370.62150609
1722031200,2024-07-26 22:00:00,BTC/USDT,67943,68004,67870,67978,0.04649729,3160.7927796199997
1722027600,2024-07-26 21:00:00,BTC/USDT,67787,68207,67787,68042,0.77684648,52858.18819216
1722024000,2024-07-26 20:00:00,BTC/USDT,67885,67885,67470,67607,0.11334869,7663.16488483
1722020400,2024-07-26 19:00:00,BTC/USDT,67587,68148,67587,68002,0.36592742,24883.79641484
1722016800,2024-07-26 18:00:00,BTC/USDT,67366,67568,67366,67568,0.29123988,19678.49621184
1722013200,2024-07-26 17:00:00,BTC/USDT,67397,67446,67335,67380,0.10246967,6904.4063645999995
1722009600,2024-07-26 16:00:00,BTC/USDT,67610,67646,67402,67404,0.66235471,44645.35687284
1722006000,2024-07-26 15:00:00,BTC/USDT,67427,67745,67427,67574,10.96899253,741218.70122222
1722002400,2024-07-26 14:00:00,BTC/USDT,67942,68000,66932,67336,13.51371295,909959.3752012
1721998800,2024-07-26 13:00:00,BTC/USDT,67238,67979,67209,67979,1.94300489,132083.52941731
1721995200,2024-07-26 12:00:00,BTC/USDT,67348,67372,67133,67248,1.15364870,77580.5677776
1721991600,2024-07-26 11:00:00,BTC/USDT,67296,67349,67176,67334,0.04890193,3292.76255462
1721988000,2024-07-26 10:00:00,BTC/USDT,67321,67401,67200,67323,1.58041967,106398.59344340999
1721984400,2024-07-26 09:00:00,BTC/USDT,67085,67499,67085,67375,2.41419505,162656.39149375
1721980800,2024-07-26 08:00:00,BTC/USDT,66951,67108,66951,67079,0.04648183,3117.95467457
1721977200,2024-07-26 07:00:00,BTC/USDT,66983,67173,66900,66900,0.69722312,46644.226728
1721973600,2024-07-26 06:00:00,BTC/USDT,67001,67144,66937,67103,1.34182030,90040.1675909
1721970000,2024-07-26 05:00:00,BTC/USDT,66934,67024,66898,66915,0.19260304,12888.0324216
1721966400,2024-07-26 04:00:00,BTC/USDT,67062,67107,66892,67076,0.14441133,9686.53437108
1721962800,2024-07-26 03:00:00,BTC/USDT,67011,67450,66933,67050,1.53395525,102851.6995125
1721959200,2024-07-26 02:00:00,BTC/USDT,66533,67185,66517,67001,1.32074386,88491.15936386
1721955600,2024-07-26 01:00:00,BTC/USDT,66333,66549,66233,66442,0.11606006,7711.26250652
1721952000,2024-07-26 00:00:00,BTC/USDT,65812,66416,65778,66374,1.29212441,85763.46558934
1721948400,2024-07-25 23:00:00,BTC/USDT,65658,65813,65658,65753,0.09573368,6294.77666104
1721944800,2024-07-25 22:00:00,BTC/USDT,65847,66135,65673,65673,0.27541997,18087.655689810003
1721941200,2024-07-25 21:00:00,BTC/USDT,65310,65937,65310,65867,0.26500919,17455.36031773
1721937600,2024-07-25 20:00:00,BTC/USDT,64567,65282,64438,65282,1.00594289,65669.96374498
1721934000,2024-07-25 19:00:00,BTC/USDT,64438,64977,64381,64686,0.44418105,28732.2954003
1721930400,2024-07-25 18:00:00,BTC/USDT,65086,65151,64438,64438,0.02619189,1687.75300782
1721926800,2024-07-25 17:00:00,BTC/USDT,65021,65021,64825,64964,0.08551723,5555.54132972
1721923200,2024-07-25 16:00:00,BTC/USDT,64956,65151,64825,64876,1.05884435,68693.5860506
1721919600,2024-07-25 15:00:00,BTC/USDT,64891,64984,64567,64630,0.45681806,29524.1512178
1721916000,2024-07-25 14:00:00,BTC/USDT,63861,64826,63479,64728,1.13025778,73159.32558384
1721912400,2024-07-25 13:00:00,BTC/USDT,64095,64310,63757,63899,3.06438107,195810.88599193
1721908800,2024-07-25 12:00:00,BTC/USDT,64310,64398,63925,64020,0.15198314,9729.9606228
1721905200,2024-07-25 11:00:00,BTC/USDT,64165,64267,64102,64193,0.14921219,9578.37811267
1721901600,2024-07-25 10:00:00,BTC/USDT,64281,64281,63989,64161,0.14506793,9307.703456730002
1721898000,2024-07-25 09:00:00,BTC/USDT,64344,64439,64267,64301,0.63152146,40607.46139946
1721894400,2024-07-25 08:00:00,BTC/USDT,64053,64374,63957,64351,0.41308139,26582.20052789
1721890800,2024-07-25 07:00:00,BTC/USDT,64326,64398,64117,64117,1.34865366,86471.62671822001
1721887200,2024-07-25 06:00:00,BTC/USDT,64208,64212,64132,64158,1.01769393,65293.20716094001
1721883600,2024-07-25 05:00:00,BTC/USDT,64237,64320,64130,64258,0.19678800,12645.203303999999
1721880000,2024-07-25 04:00:00,BTC/USDT,64078,64246,63830,64207,0.17236778,11067.21805046
1721876400,2024-07-25 03:00:00,BTC/USDT,64082,64258,63861,64130,0.65577677,42054.9642601
1721872800,2024-07-25 02:00:00,BTC/USDT,64478,64478,63960,64219,0.25722638,16518.820897219997
1721869200,2024-07-25 01:00:00,BTC/USDT,65479,65479,64245,64450,1.35548178,87360.800721
1721865600,2024-07-25 00:00:00,BTC/USDT,65407,65622,65376,65481,0.20905851,13689.360293310001
1721862000,2024-07-24 23:00:00,BTC/USDT,65265,65412,65150,65400,0.19729389,12903.020406
1721858400,2024-07-24 22:00:00,BTC/USDT,65612,65612,65281,65281,0.14524638,9481.828932780001
1721854800,2024-07-24 21:00:00,BTC/USDT,65853,65853,65150,65739,0.49287540,32401.1359206
1721851200,2024-07-24 20:00:00,BTC/USDT,65733,66035,65733,66035,0.04146381,2738.06269335
1721847600,2024-07-24 19:00:00,BTC/USDT,65691,65937,65580,65763,2.52902223,166316.08891149
1721844000,2024-07-24 18:00:00,BTC/USDT,66399,66399,65739,65796,0.92941764,61151.96304144
1721840400,2024-07-24 17:00:00,BTC/USDT,66358,66666,66358,66643,0.02432825,1621.30756475
1721836800,2024-07-24 16:00:00,BTC/USDT,66192,66467,65959,66359,0.14056186,9327.544467740001
1721833200,2024-07-24 15:00:00,BTC/USDT,66753,66753,66134,66230,1.27858197,84680.4838731
1721829600,2024-07-24 14:00:00,BTC/USDT,66333,67067,66308,66776,0.54955181,36696.87166456
1721826000,2024-07-24 13:00:00,BTC/USDT,66210,66871,66210,66355,1.19804601,79496.34299355
1721822400,2024-07-24 12:00:00,BTC/USDT,66469,66479,66200,66264,0.30178656,19997.58461184
1721818800,2024-07-24 11:00:00,BTC/USDT,66483,66549,66343,66362,0.09404414,6240.95721868
1721815200,2024-07-24 10:00:00,BTC/USDT,66422,66599,66376,66514,0.15434271,10265.95101294
1721811600,2024-07-24 09:00:00,BTC/USDT,66438,66447,66346,66420,0.03663472,2433.2781024
1721808000,2024-07-24 08:00:00,BTC/USDT,66069,66446,65997,66436,2.07514571,137864.38038956
1721804400,2024-07-24 07:00:00,BTC/USDT,65870,66036,65870,65992,0.01958757,1292.6229194399998
1721800800,2024-07-24 06:00:00,BTC/USDT,65807,65979,65807,65901,0.00717067,472.55432367
1721797200,2024-07-24 05:00:00,BTC/USDT,65893,65893,65652,65826,0.00986372,649.28923272
1721793600,2024-07-24 04:00:00,BTC/USDT,66040,66040,65812,65831,0.15587999,10261.735621689999
1721790000,2024-07-24 03:00:00,BTC/USDT,65937,66069,65801,66069,0.02393902,1581.62711238
1721786400,2024-07-24 02:00:00,BTC/USDT,65608,65871,65477,65871,0.00566999,373.48791129
1721782800,2024-07-24 01:00:00,BTC/USDT,65900,66069,65673,65673,0.05796143,3806.50099239
1721779200,2024-07-24 00:00:00,BTC/USDT,65931,66160,65805,65805,0.01147162,754.8899541
1721775600,2024-07-23 23:00:00,BTC/USDT,66026,66026,65844,65934,0.13305975,8773.161556500001
1721772000,2024-07-23 22:00:00,BTC/USDT,65942,65942,65831,65893,0.10849747,7149.22379071
1721768400,2024-07-23 21:00:00,BTC/USDT,65812,66003,65795,65876,0.06928007,4563.89389132
1721764800,2024-07-23 20:00:00,BTC/USDT,65609,65937,65609,65906,0.30481320,20089.0187592
1721761200,2024-07-23 19:00:00,BTC/USDT,66025,66025,65444,65444,1.93255434,126474.08622696
1721757600,2024-07-23 18:00:00,BTC/USDT,65964,66069,65862,65862,0.02074545,1366.3368279
1721754000,2024-07-23 17:00:00,BTC/USDT,65805,66011,65767,65805,0.36443075,23981.365503750003
1721750400,2024-07-23 16:00:00,BTC/USDT,66599,66655,65826,65826,1.50016750,98750.025855
1721746800,2024-07-23 15:00:00,BTC/USDT,67158,67158,66363,66521,12.44580116,827907.13896436
1721743200,2024-07-23 14:00:00,BTC/USDT,66079,67319,66079,67209,2.23351199,150112.10733591
1721739600,2024-07-23 13:00:00,BTC/USDT,66531,66747,65968,65981,0.71910131,47447.02353511
1721736000,2024-07-23 12:00:00,BTC/USDT,66732,66753,66397,66488,0.23988196,15949.27175648
1721732400,2024-07-23 11:00:00,BTC/USDT,66799,66799,66466,66750,0.38872912,25947.66876
1721728800,2024-07-23 10:00:00,BTC/USDT,66868,66977,66858,66971,0.34298201,22969.84819171
1721725200,2024-07-23 09:00:00,BTC/USDT,66848,67134,66848,66946,0.08076489,5406.8863259400005
1721721600,2024-07-23 08:00:00,BTC/USDT,66598,66958,66531,66882,0.02833183,1894.88945406
1721718000,2024-07-23 07:00:00,BTC/USDT,66466,66635,66267,66537,0.08202242,5457.52575954
1721714400,2024-07-23 06:00:00,BTC/USDT,66427,66767,66427,66589,0.11023293,7340.30057577
1721710800,2024-07-23 05:00:00,BTC/USDT,66932,66932,66333,66392,0.33852565,22475.394954800002
1721707200,2024-07-23 04:00:00,BTC/USDT,67451,67487,66949,66949,0.10406423,6966.99613427
1721703600,2024-07-23 03:00:00,BTC/USDT,67597,67597,67519,67519,0.00352572,238.05308868
1721700000,2024-07-23 02:00:00,BTC/USDT,67471,67606,67310,67606,0.11811266,7985.124491959999
1721696400,2024-07-23 01:00:00,BTC/USDT,67470,67470,67268,67290,0.02039926,1372.6662053999999
1721692800,2024-07-23 00:00:00,BTC/USDT,67606,67744,67533,67533,0.05833908,3939.8130896400003
1721689200,2024-07-22 23:00:00,BTC/USDT,67496,67575,67205,67495,0.75009494,50627.6579753
1721685600,2024-07-22 22:00:00,BTC/USDT,67775,67775,67537,67647,2.17503713,147134.73673311
1721682000,2024-07-22 21:00:00,BTC/USDT,68146,68146,67672,67801,0.08063500,5467.133635
1721678400,2024-07-22 20:00:00,BTC/USDT,68011,68213,67850,68129,0.59810277,40748.14361733
1721674800,2024-07-22 19:00:00,BTC/USDT,67412,68244,67399,68157,2.42195670,165073.3028019
1721671200,2024-07-22 18:00:00,BTC/USDT,67471,67632,67395,67395,0.07604160,5124.823632
1721667600,2024-07-22 17:00:00,BTC/USDT,67055,67403,67053,67403,0.02092488,1410.39968664
1721664000,2024-07-22 16:00:00,BTC/USDT,67039,67293,66865,67048,1.79303598,120219.47638703999
1721660400,2024-07-22 15:00:00,BTC/USDT,66709,67160,66599,67112,7.02374813,471377.78450056
1721656800,2024-07-22 14:00:00,BTC/USDT,67030,67282,66616,66671,0.37185478,24791.93003738
1721653200,2024-07-22 13:00:00,BTC/USDT,67703,67845,66999,67106,0.38531560,25856.988653599998
1721649600,2024-07-22 12:00:00,BTC/USDT,67477,67674,67404,67672,0.07849269,5311.757317680001
1721646000,2024-07-22 11:00:00,BTC/USDT,67429,67538,67332,67538,0.01184900,800.257762
1721642400,2024-07-22 10:00:00,BTC/USDT,67450,67471,67358,67431,0.00455869,307.39702539
1721638800,2024-07-22 09:00:00,BTC/USDT,67000,67386,66999,67386,1.14592178,77219.08506708
1721635200,2024-07-22 08:00:00,BTC/USDT,67240,67380,67066,67078,0.08689343,5828.6374975399995
1721631600,2024-07-22 07:00:00,BTC/USDT,67378,67378,67201,67252,0.26308480,17692.9789696
1721628000,2024-07-22 06:00:00,BTC/USDT,67566,67705,67182,67371,0.34638875,23336.55647625
1721624400,2024-07-22 05:00:00,BTC/USDT,67791,67791,67537,67690,0.00656490,444.378081
1721620800,2024-07-22 04:00:00,BTC/USDT,67808,67950,67808,67940,0.30196027,20515.1807438
1721617200,2024-07-22 03:00:00,BTC/USDT,68079,68079,67869,67876,0.24518107,16641.91030732
1721613600,2024-07-22 02:00:00,BTC/USDT,67846,68154,67846,68144,0.25239835,17199.4331624
1721610000,2024-07-22 01:00:00,BTC/USDT,68147,68147,67760,67852,0.32853367,22291.66657684
1721606400,2024-07-22 00:00:00,BTC/USDT,68217,68455,68072,68240,0.23336127,15924.5730648
1721602800,2024-07-21 23:00:00,BTC/USDT,68175,68175,67943,67943,0.07827161,5318.00799823
1721599200,2024-07-21 22:00:00,BTC/USDT,68202,68353,67943,67989,0.15613013,10615.13140857
1721595600,2024-07-21 21:00:00,BTC/USDT,67757,68217,67605,68129,1.31381351,89508.80062278999
1721592000,2024-07-21 20:00:00,BTC/USDT,67363,68200,67363,67740,4.01145899,271736.2319826
1721588400,2024-07-21 19:00:00,BTC/USDT,66870,67673,66799,67268,0.32392649,21789.88712932
1721584800,2024-07-21 18:00:00,BTC/USDT,66744,67269,65805,66854,7.40075619,494770.15432626003
1721581200,2024-07-21 17:00:00,BTC/USDT,67600,67673,66532,66687,3.69818570,246620.90977589999
1721577600,2024-07-21 16:00:00,BTC/USDT,67162,67550,66993,67509,0.78642030,53090.4480327
1721574000,2024-07-21 15:00:00,BTC/USDT,67384,67471,66999,66999,0.01637549,1097.14145451
1721570400,2024-07-21 14:00:00,BTC/USDT,66866,67348,66866,67310,0.03322588,2236.4339827999997
1721566800,2024-07-21 13:00:00,BTC/USDT,66732,66741,66649,66741,0.01102689,735.9456654899999
1721563200,2024-07-21 12:00:00,BTC/USDT,66954,66978,66850,66850,0.00610896,408.383976
1721559600,2024-07-21 11:00:00,BTC/USDT,66872,66872,66821,66822,0.09335062,6237.87512964
1721556000,2024-07-21 10:00:00,BTC/USDT,66986,66986,66889,66889,0.10019924,6702.226964359999
1721552400,2024-07-21 09:00:00,BTC/USDT,66831,67000,66831,67000,0.00779120,522.0104
1721548800,2024-07-21 08:00:00,BTC/USDT,66866,66866,66814,66814,0.00287325,191.9733255
1721545200,2024-07-21 07:00:00,BTC/USDT,66614,66781,66614,66781,0.00664178,443.54471018
1721541600,2024-07-21 06:00:00,BTC/USDT,66994,66994,66665,66794,0.13857179,9255.76414126
1721538000,2024-07-21 05:00:00,BTC/USDT,66999,67074,66932,67050,0.08983750,6023.604375
1721534400,2024-07-21 04:00:00,BTC/USDT,67133,67133,67052,67052,0.00335267,224.80322884
1721530800,2024-07-21 03:00:00,BTC/USDT,67309,67329,67250,67250,0.02129658,1432.195005
1721527200,2024-07-21 02:00:00,BTC/USDT,67319,67319,67319,67319,0.02550547,1717.0027349299999
1721523600,2024-07-21 01:00:00,BTC/USDT,67269,67403,67267,67403,3.15034340,212342.5961902
1721520000,2024-07-21 00:00:00,BTC/USDT,67201,67269,66999,67039,0.01308862,877.44799618
1721516400,2024-07-20 23:00:00,BTC/USDT,67134,67160,67134,67160,0.00098589,66.21237239999999
1721512800,2024-07-20 22:00:00,BTC/USDT,67201,67269,66878,67117,3.22456941,216423.42509097
1721509200,2024-07-20 21:00:00,BTC/USDT,67346,67346,66865,67133,0.99591061,66858.46698113
1721505600,2024-07-20 20:00:00,BTC/USDT,67248,67403,67248,67403,0.60812516,40989.460159480004
1721502000,2024-07-20 19:00:00,BTC/USDT,67471,67471,67200,67234,0.97524292,65569.48248328001
1721498400,2024-07-20 18:00:00,BTC/USDT,67268,67538,67268,67538,0.00435652,294.23064776
1721494800,2024-07-20 17:00:00,BTC/USDT,66878,67538,66768,67339,1.23723941,83314.46462998999
1721491200,2024-07-20 16:00:00,BTC/USDT,66865,67000,66732,66833,0.20921193,13982.260917689999
1721487600,2024-07-20 15:00:00,BTC/USDT,66657,66800,66657,66800,0.00486836,325.206448
1721484000,2024-07-20 14:00:00,BTC/USDT,66552,66666,66552,66666,0.00377486,251.65481676000002
1721480400,2024-07-20 13:00:00,BTC/USDT,66466,66610,66327,66610,0.08608641,5734.215770100001
1721476800,2024-07-20 12:00:00,BTC/USDT,66539,66570,66486,66497,0.21107995,14036.183435149998
1721473200,2024-07-20 11:00:00,BTC/USDT,66504,66563,66481,66481,0.05276802,3508.07073762
1721469600,2024-07-20 10:00:00,BTC/USDT,66647,66647,66499,66524,0.03472120,2309.7931088
1721466000,2024-07-20 09:00:00,BTC/USDT,66507,66706,66507,66706,0.03579534,2387.76395004
1721462400,2024-07-20 08:00:00,BTC/USDT,66554,66595,66506,66506,0.00751130,499.5465178
1721458800,2024-07-20 07:00:00,BTC/USDT,66733,66733,66615,66615,0.00609512,406.0264188
1721455200,2024-07-20 06:00:00,BTC/USDT,66563,66615,66550,66615,0.01491404,993.4987746
1721451600,2024-07-20 05:00:00,BTC/USDT,66558,66558,66456,66529,0.02175300,1447.205337
