Date,Open,High,Low,Close,Volume
2023-03-26 19:00:00,27841.0,27881.0,27816.0,27852.0,374939.79
2023-03-26 20:00:00,27852.0,27925.0,27716.0,27808.0,900255.24
2023-03-26 21:00:00,27808.0,27862.0,27783.0,27862.0,444469.8
2023-03-26 22:00:00,27862.0,28096.0,27835.0,28069.0,2802090.94
2023-03-26 23:00:00,28073.0,28160.0,27978.0,28004.0,3325008.97
2023-03-27 00:00:00,27992.0,28051.0,27948.0,28022.0,1224626.92
2023-03-27 01:00:00,28026.0,28047.0,27846.0,27856.0,1795866.64
2023-03-27 02:00:00,27854.0,27916.0,27816.0,27908.0,1141826.67
2023-03-27 03:00:00,27904.0,27950.0,27856.0,27913.0,383938.16
2023-03-27 04:00:00,27913.0,27965.0,27898.0,27935.0,351640.01
2023-03-27 05:00:00,27934.0,27944.0,27710.0,27749.0,884656.92
2023-03-27 06:00:00,27730.0,27829.0,27703.0,27818.0,756085.23
2023-03-27 07:00:00,27814.0,27882.0,27788.0,27851.0,810241.99
2023-03-27 08:00:00,27835.0,27886.0,27800.0,27863.0,1612477.83
2023-03-27 09:00:00,27869.0,27994.0,27845.0,27951.0,2564806.87
2023-03-27 10:00:00,27963.0,27969.0,27890.0,27932.0,934682.91
2023-03-27 11:00:00,27934.0,28004.0,27864.0,27916.0,1505366.39
2023-03-27 12:00:00,27913.0,27943.0,27721.0,27754.0,2655631.59
2023-03-27 13:00:00,27760.0,27850.0,27644.0,27691.0,3612673.48
2023-03-27 14:00:00,27709.0,27742.0,26990.0,27003.0,11159038.73
2023-03-27 15:00:00,26991.0,27031.0,26541.0,26916.0,12281449.26
2023-03-27 16:00:00,26916.0,27323.0,26877.0,27150.0,6420275.41
2023-03-27 17:00:00,27158.0,27224.0,26954.0,26959.0,2468670.68
2023-03-27 18:00:00,26971.0,27181.0,26961.0,27108.0,1617553.34
2023-03-27 19:00:00,27108.0,27157.0,26961.0,26970.0,1680007.55
2023-03-27 20:00:00,26980.0,27066.0,26898.0,27046.0,2152819.34
2023-03-27 21:00:00,27047.0,27194.0,27017.0,27180.0,2121837.4
2023-03-27 22:00:00,27180.0,27250.0,27096.0,27102.0,905256.91
2023-03-27 23:00:00,27117.0,27181.0,27083.0,27142.0,586271.01
2023-03-28 00:00:00,27142.0,27168.0,26963.0,26967.0,1929586.16
2023-03-28 01:00:00,26974.0,27183.0,26798.0,27084.0,3784935.37
2023-03-28 02:00:00,27079.0,27101.0,26990.0,27049.0,954891.86
2023-03-28 03:00:00,27059.0,27063.0,26931.0,26984.0,828593.75
2023-03-28 04:00:00,26986.0,27008.0,26917.0,26976.0,892055.83
2023-03-28 05:00:00,26974.0,27007.0,26900.0,26980.0,789672.26
2023-03-28 06:00:00,26983.0,27146.0,26983.0,27080.0,4333191.96
2023-03-28 07:00:00,27093.0,27108.0,26947.0,26965.0,921973.18
2023-03-28 08:00:00,26972.0,27039.0,26943.0,27021.0,875633.43
2023-03-28 09:00:00,27031.0,27055.0,26826.0,26906.0,2996034.04
2023-03-28 10:00:00,26891.0,26937.0,26647.0,26742.0,2786033.42
2023-03-28 11:00:00,26757.0,27153.0,26743.0,27071.0,3762438.12
2023-03-28 12:00:00,27089.0,27214.0,26871.0,26987.0,3028141.03
2023-03-28 13:00:00,26975.0,27030.0,26850.0,26879.0,1708482.67
2023-03-28 14:00:00,26886.0,27020.0,26855.0,26949.0,1518783.57
2023-03-28 15:00:00,26949.0,27081.0,26932.0,27009.0,2929292.33
2023-03-28 16:00:00,27010.0,27037.0,26860.0,26883.0,3152965.19
2023-03-28 17:00:00,26888.0,26923.0,26760.0,26868.0,3185749.71
2023-03-28 18:00:00,26868.0,27389.0,26842.0,27342.0,6298373.1
2023-03-28 19:00:00,27342.0,27514.0,27171.0,27427.0,5414758.43
